id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
57618,South Africa,"Winemaker: Bruwer Raats. There's a lot to like in this pretty, elegant and floral wine. It starts off with notes of bright red cherry, wild strawberry and currant, followed by supporting notes of pressed carnation, freshly turned forest floor and earthy minerality. The mouthfeel is like crushed satin, boasting fine, well-integrated tannins and bright acidity for overall balance. Hints of cured meat and baking spice unfold on the close. Drink now–2021.",Cape Winemakers Guild Inboet Storie,91,,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,B Vintners 2016 Cape Winemakers Guild Inboet Storie Cinsault (Stellenbosch),Cinsault,B Vintners
46888,France,"This ripe wine with its red fruits and well-balanced texture is beautifully ready to drink, with just the right crisp acidity to balance the soft richness. There is no sign yet of maturity, the fruit from this great vintage showing at its perfumed best. Drink the wine now.",Rosé Brut,94,130.0,Champagne,Champagne,,Roger Voss,@vossroger,Pol Roger 2008 Rosé Brut  (Champagne),Champagne Blend,Pol Roger
97333,Argentina,"This global brand has a hit in Mendoza. The '06 Malbec is lively and made right, with hickory and charred steak aromas mixing nicely with the blueberry and blackberry character in the wine. It's a darn good New World red for not much cash, and it should hold up well for at least a couple of years.",,88,9.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Origin 2006 Malbec (Mendoza),Malbec,Origin
101736,Spain,"Quiet aromas of peach and nectarine are subdued in nature. This feels melony, with pulpy weight cut by solid acidity. Nectarine, melon and apple are standard-issue flavors, while the finish is mild and fleshy in feel.",,88,15.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Ramón Bilbao 2014 Albariño (Rías Baixas),Albariño,Ramón Bilbao
53191,US,"A very fine Cabernet, rich, ripe and complex, from a very expensive neighborhood. The wine shows its pedigree in the refined, silky and satiny texture. Its flavors are simply gorgeous, with mineral-infused black currant notes. But the wine is still young and tannic. Give this cellar candidate 6–8 years, and it could go well beyond that.",Stagecoach Vineyard,94,90.0,California,Napa Valley,Napa,,,Sequoia Grove 2008 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequoia Grove
120105,US,"Concentrated aromas of pomegranate, cranberry and mulberry meet with broodingly spiced notes of cola, pencil shavings, dried mint and mossy earth on the nose of this bottling. Juniper, pine needle tea and redwood flavors show on the sip, giving depth to a clean line of dark-red fruit and woody, black-pepper-flecked spice.",Reserve,94,75.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,JCR 2014 Reserve Pinot Noir (Santa Barbara County),Pinot Noir,JCR
82289,US,"The winery is part of the emerging garagiste movement in Paso Robles. It's an ambitious wine, blended with Petite Sirah and Malbec, both of which add complexity. But there's a candied tone to the blackberry flavors that makes it lush and soft.",Ethereal,85,45.0,California,Paso Robles,Central Coast,,,Ascension Cellars 2010 Ethereal Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Ascension Cellars
6638,Italy,"There's an evident note of tart grapefruit that segues almost immediately to sweeter tones of peach and honeydew melon. That slight sweetness is backed by creamy foam and soft, smooth perlage.",Extra Dry 47,88,24.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Bortolotti 2012 Extra Dry 47  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bortolotti
30820,US,"This wine offers simple richness around a full-bodied frame, dotted in well-defined flavors of golden apple and white flower. Honey and toasted oak provide added concentration and texture in this tiny production wine from a small producer.",,87,28.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Belharra 2015 Chardonnay (Knights Valley),Chardonnay,Belharra
65743,US,"Fine acidity and some dusty tannins give structure to this Viognier, grown in a mountain benchland between the Russian River and Napa Valleys. It's ripe with orange, tropical fruit and kiwi flavors and accented with toasty oak infuences, yet finishes dry and clean.",Noble Vineyard Lyra,91,36.0,California,Knights Valley,Sonoma,,,Sean Thackrey 2011 Noble Vineyard Lyra Viognier (Knights Valley),Viognier,Sean Thackrey
27214,US,"Made from Norton, this Port-style wine is dark and brooding, with cooked-down blackberries, tar and sanguine tones on the nose and palate. Thick, tannic and astringent, this might be best alongside an equally rich fillet with blue cheese crumbles.",,83,20.0,Missouri,Augusta,,Alexander Peartree,,Mount Pleasant Winery 2008 Port (Augusta),Port,Mount Pleasant Winery
12243,Italy,"This winning blend of 75% Nero d'Avola and 25% Cabernet Sauvignon is firm and structured, but coddles that structure in a layer of lushness. Briary, raspberry fruit is balanced by darker notes of cassis and chocolate. Drink now-2010.",Cygnus,90,21.0,Sicily & Sardinia,Sicilia,,,,Tasca d'Almerita 1999 Cygnus Red (Sicilia),Red Blend,Tasca d'Almerita
90255,US,"Made in a sweeter, more candied style, with lemon, pineapple and vanilla flavors, although crisp acidity provides much needed and drying balance. But it's still a fairly simple sipper.",,86,21.0,California,Napa Valley,Napa,,,Swanson 2009 Pinot Grigio (Napa Valley),Pinot Grigio,Swanson
9842,France,"This soft wine is fruity, spicy and full of juicy red fruits. It offers plenty of acidity as well as a layer of tannins. An easy, open wine, it is ready to drink.",Bel-Air,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Vignerons de Bel Air 2016 Bel-Air  (Beaujolais-Villages),Gamay,Vignerons de Bel Air
103703,US,"This late-release wine has distinctive, enticing aromas like cedar, mushrooms and cigar box. Along with mellow fruity, savory flavors, these contribute to a beautifully mature character. It is medium to full in body, very smooth in texture due to softened tannins, and lasting on the finish.",Estate,91,30.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Martin Lane Winery 2011 Estate Syrah (Sierra Foothills),Syrah,Martin Lane Winery
13977,US,"Dark, dense and detailed, this outstanding wine seamlessly layers wild berries, cedar, sandalwood and sassafras. It's smooth and seductive, powerful and polished, with thick, ripe and fulsome tannins.",Shea Vineyard,94,55.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,St. Innocent 2013 Shea Vineyard Pinot Noir,Pinot Noir,St. Innocent
3042,US,"Light spicy, earthy aromas, tart raspberry and cranberry flavors and a firmly tannic texure add up to a well-structured and rather lean-tasting wine. It makes a good accompaniment to food.",,88,19.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Monte Volpe 2013 Sangiovese (Mendocino County),Sangiovese,Monte Volpe
75058,US,"Hearty in red plum and raspberry, this smooth, structured Petite is ready to drink now, straightforward rather than complex.",,85,18.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,"Black Bear, Red Chair 2011 Petite Sirah (Sierra Foothills)",Petite Sirah,"Black Bear, Red Chair"
76662,US,"The name references the two vintages blended together. Of more interest is the mix of eight different red grapes, principally Sangiovese, Cabernet and Cab Franc. It's dark, oaky and quite tannic, showing some bitterness as a result.",Due Anni,85,17.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Patterson NV Due Anni Red (Columbia Valley (WA)),Red Blend,Patterson
91984,Italy,"Bright and fragrant, this opens with aromas of violet, strawberry and raspberry that carry over to the palate. Silky tannins provide elegant support. It's a lovely wine to enjoy soon.",,89,23.0,Piedmont,Coste della Sesia,,Kerin O’Keefe,@kerinokeefe,Travaglini 2012 Nebbiolo (Coste della Sesia),Nebbiolo,Travaglini
90932,France,This very ripe wine tastes of supermature grapes; it' s soft and formless.,,80,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Timberlay 2009  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Timberlay
14275,France,"This is a classic, bold, fruity Nouveau, with firm tannins that add weight to the palate. Pair this with food.",Nouveau,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2012 Nouveau  (Beaujolais-Villages),Gamay,Georges Duboeuf
2324,France,"This soft, gentle sparkling wine is fresh with raspberry fruits and acidity at the end. Drink as an apéritif.",Saint-Pierre Rosé Brut,85,24.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Château Saint-Pierre NV Saint-Pierre Rosé Brut Sparkling (Vin Mousseux),Sparkling Blend,Château Saint-Pierre
34618,US,"From a blending of two barrels—one new and one neutral—this is a snappy, sappy, tangy wine with ripe, forward red and purple fruits. These notes are framed with pretty barrel toast, and the tannins are firm, ripe and balanced. Drink now with pleasure or tuck it away until 2020.",Antiquum Vineyard,91,48.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Trathen Hall 2012 Antiquum Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Trathen Hall
69863,France,"Crisp and grassy, this is a classic herbaceous Sancerre. It is tight, bright and full of citrus fruits. Grapefruit dominates, cut through with acidity and the freshest aftertaste. Drink now.",,86,,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine de Bellecours 2013  Sancerre,Sauvignon Blanc,Domaine de Bellecours
80550,US,"Januik makes just four barrels of this 100% Walla Walla Cabernet. The usual plushness of the Seven Hills Vineyard comes with a harder, steelier edge—a hallmark of Januik's style. It's structured for aging, with black cherry fruit that's annotated with tobacco, coffee and baking spice.",Seven Hills Vineyard,92,45.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Januik 2009 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Januik
51647,US,"This is a true pan-Washington Syrah, with fruit coming from Discovery, Olsen, Stone Tree, Pepper Bridge, Dineen, Stoney Vine, Yellow Jacket and Boushey vineyards—all top sites rarely seen in a bottle at this price. Scents of smoke, blue and black fruit, crushed flowers, sagebrush and herb leap out of the glass, demonstrating a lot of aromatic complexity. The palate shows intensity, purity and layering.",,93,21.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Two Vintners 2014 Syrah (Columbia Valley (WA)),Syrah,Two Vintners
52582,France,"Red plum and strawberry compote rise faintly from the glass. The palate is fruity but dilute, easy and clean. Drink soon and possibly chilled a little to accentuate the freshness.",Rodern,86,26.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Ribeauvillé 2013 Rodern Pinot Noir (Alsace),Pinot Noir,Cave de Ribeauvillé
66609,Italy,"Aromas of yellow flower and acacia honey take center stage on this bright wine. The zesty palate offers pineapple, peach and citrus alongside racy acidity that gives it a tangy finish.",Fontevecchia,87,17.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Casalfarneto 2014 Fontevecchia  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Casalfarneto
66425,Italy,"This opens with aromas of oak, toast and espresso that carry over to the firmly structured palate along with herb and dried black cherry. Austere tannins clench the finish.",I Tre Pais,88,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Broccardo 2012 I Tre Pais  (Barolo),Nebbiolo,Broccardo
110910,Austria,"The nose promises ripe, red cherry fruit and the palate delivers with a sprightly, bouncy, juicy red that's full of freshness. Wonderfully unpretentious fruit shines, with a little pepper spice to liven things up.",Klassik,90,14.0,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Artner 2015 Klassik Zweigelt (Carnuntum),Zweigelt,Artner
18285,US,"This vineyard-designated wine includes 13% Cabernet Sauvignon and 9% Syrah. The Syrah component seems to take over, in the form of tart berry, herb and dried leaf flavors. The alcohol, which is 15.5%, mutes any other complexities. It's a nice wine, but it doesn't offer standard Washington Merlot flavors.",Cold Creek Vineyard,88,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2009 Cold Creek Vineyard Merlot (Columbia Valley (WA)),Merlot,Chateau Ste. Michelle
88016,Austria,"This is very much in the light, fruity style of instantly-drinkable Grüner. It's packed with green apple flavor and bright acidity. The finish is marked with a tang of citrus. Screwcap.",Grooner,86,10.0,Niederösterreich,,,Roger Voss,@vossroger,Forstreiter 2011 Grooner Grüner Veltliner (Niederösterreich),Grüner Veltliner,Forstreiter
32841,US,"Light flavors call up notes of toasted cracker and raspberry candy that are pleasant enough, but insubstantial. The addition of 3% Syrah to the blend may have helped to bump up the color, but this remains a rather thin and simple, quaffable wine.",,87,30.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Portlandia 2013 Pinot Noir (Oregon),Pinot Noir,Portlandia
32915,Spain,"Supremely dense, with plum and berry jam, charred beef and molasses on the nose. The flavors go straight to blackberry, vanilla and chocolate, while the feel is full-bodied and probably a touch more tannic than desirable. Flush and even more tannic on the finish. Needs food and/or time in the cellar.",Reserva,88,42.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Costaval 2004 Reserva  (Ribera del Duero),Tempranillo Blend,Costaval
22720,US,"Very delicious and luscious, but no mere fruit bomb. It has the tannic-acidic structure and dryness to make it refined, but explodes on the palate with blackberry, chocolate, cassis, anise and sweet, smoky cedar flavors that are deep and long. Tastes important and first rate.",,94,110.0,California,Napa Valley,Napa,,,Tetra 2008 Red (Napa Valley),Bordeaux-style Red Blend,Tetra
96045,France,"This is a ripe wood-aged wine. It has tannins and layers of spice and toast from the wood aging. Happily, the fruit is also there, giving well-balanced black currants and acidity. The wine will be ready to drink from 2020.",,87,22.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Les Trois Manoirs 2014  Médoc,Bordeaux-style Red Blend,Château Les Trois Manoirs
99716,France,"The wine is firm with a dry core of tannins and a dark structure. With a juicy edge of black-currant fruit, it also has good potential and richness. Drink from 2018.",,86,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Montcabrier 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Montcabrier
88455,US,"High in acidity and low in oak, at least on the palate, and indeed aged in a majority of neutral French barrels, this wine is bright in lemon and green apple, with a suggestion of mango, falling somewhat flat on the finish.",Estate Grown,85,43.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Grgich Hills 2013 Estate Grown Chardonnay (Napa Valley),Chardonnay,Grgich Hills
91096,France,"A tight wine, the tannins almost too much for the fresh but lightweight fruits. The wood element is poised to soften the edges of the acidity and black currant fruits, but it needs another six months. The aftertaste is dominated by soft Merlot.",,86,26.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Grivière 2007  Médoc,Bordeaux-style Red Blend,Château Grivière
9868,Italy,"Appealing aromas of mature pear, crushed stone and a hint of grilled herb lift out of the glass. The ripe palate offers juicy nectarine, pineapple and creamy white peach while a hint of bitter almond closes it down. It has just enough freshness to support the rich flavors.",,88,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Tamellini 2015  Soave,Garganega,Tamellini
101292,Argentina,"Spearmint and weedy red-fruit aromas lead to raw palate. This is more herbal than fruity, with a lean rubbery finish.",Reserve,83,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Pampa 2013 Reserve Malbec (Mendoza),Malbec,Pampa
86888,Australia,"A boldly flavored wine that doesn't hold back, packed with sweet pears, powdered cinnamon and clove. Smooth and supple in the mouth and leaves tangy, lingering flavors of lime on the finish.",,87,12.0,New South Wales,Hunter Valley,,Joe Czerwinski,@JoeCz,Margan 2000 Chardonnay (Hunter Valley),Chardonnay,Margan
102225,France,"From vines on the slopes of the Cher River this softly herbal wine has attractive gooseberry and lime flavors. Its young fruitiness is light, bright and ready to drink.",,85,13.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Paul Buisse 2015 Sauvignon Blanc (Touraine),Sauvignon Blanc,Paul Buisse
118101,France,"Stéphane Defraine's wine with its attractive fruitiness is well balanced, bright and crisp. It has a refreshing character, juicy with red-currant fruit and delicious acidity, making it a great summer apéritif wine.",,88,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de Fontenille 2016 Rosé (Bordeaux Rosé),Rosé,Château de Fontenille
108140,Spain,"This rusty-colored Rioja shows funky aromas of leather mixed with hints of rose petal. A good mouthfeel with smooth tannins is suggestive of aged Burgundy or Merenzao (Trousseau), while rooty, earthy flavors of leaves and tea are interesting. Drink now.",Reserva Especial,88,45.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Urbina 2001 Reserva Especial  (Rioja),Tempranillo Blend,Urbina
113255,US,"In this price range, this is one of the classiest Chardonnays currently on the market. Brightened with fine acidity, it's flavors of pineapple, buttered toast and cream are delicious.",,91,17.0,California,Santa Ynez Valley,Central Coast,,,Firestone 2010 Chardonnay (Santa Ynez Valley),Chardonnay,Firestone
7364,US,"This is a big, ripe rosé, with lush red cherry, rosehip tea, apricot and vanilla flavors. It has zesty acidity and a silky mouthfeel. Some fruity sweetness lingers in the finish, but the wine is essentially dry.",Cinghiale Vineyard Pinot Noir,88,49.0,California,Fort Ross-Seaview,Sonoma,,,Del Dotto 2012 Cinghiale Vineyard Pinot Noir Rosé (Fort Ross-Seaview),Rosé,Del Dotto
27107,Spain,"Tropical fruit and powdered sugar aromas are imprecise This blend is round and chunky in the mouth, with underripe nectarine and orange flavors. A pithy, briny finish shows a touch of peach flavor.",Blanco Macabeo-Chardonnay,83,10.0,Catalonia,Catalunya,,Michael Schachner,@wineschach,Campo Lindo 2013 Blanco Macabeo-Chardonnay White (Catalunya),White Blend,Campo Lindo
113040,US,"A full-bodied, fleshy expression of the variety, this wine opens in aromas of toasted marshmallow and caramel, the oak impressive and memorable. From there it offers a wealth of baked apple and pear, finding its footing along a lush, richly defined path.",Emblem,90,35.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Michael Mondavi Family Estate 2015 Emblem Chardonnay (Carneros),Chardonnay,Michael Mondavi Family Estate
117851,US,"The totally delicious fruit offers immense flavors of black cherries and cassis, along with streaks of cola, coffee and chocolate syrup. It's a luscious, beautifully balanced wine with a long and thoroughly delicious finish.",Estate,94,45.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Styring 2012 Estate Pinot Noir (Ribbon Ridge),Pinot Noir,Styring
79662,US,"A dusty, sunbaked note in the aroma of this full-bodied wine meets robust and ripe fruit, wood smoke and very concentrated clove, black cherry and dark-chocolate flavors. The color is dark and deep, tannins are very firm, and the mouthfeel is somewhat astringent. This wine needs time to reach its peak, and will be best after 2022.",High Mayacamas,91,35.0,California,California,California Other,Jim Gordon,@gordone_cellars,Enkidu 2013 High Mayacamas Cabernet Sauvignon (California),Cabernet Sauvignon,Enkidu
86557,New Zealand,"Not a typical New Zealand Riesling, but one worth trying for its bold, oily apricot and tangerine aromas and flavors that smell sweet but taste dry, ending in a stone-cold finish.",,85,,Canterbury,,,Joe Czerwinski,@JoeCz,Morworth Estate 1999 Riesling (Canterbury),Riesling,Morworth Estate
68327,South Africa,"This blend of 56% Sauvignon Blanc and 44% Sémillon opens with flinty, toasty notes that complement the rich wood-grilled apple, clementine peel, straw and nutty aromas. The round mouthfeel shows a bit of heaviness on the midpalate, full of vanilla custard, orange cream and buttered toast flavors that continue through the medium-length finish. Drink now.",G.V.B,89,45.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Vergelegen 2013 G.V.B White (Stellenbosch),Bordeaux-style White Blend,Vergelegen
80583,Italy,"Even though the nose still offers aromas of French oak, scorched earth, dried berry and menthol, this wine has seen better days. The lean, bracing palate shows firm acidity, assertive, fine-grained tannins and a hint of spice but the fruit has almost completely dried up.",Ser Lapo Riserva,87,40.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Mazzei 2009 Ser Lapo Riserva  (Chianti Classico),Red Blend,Mazzei
71524,Spain,"Dry, hot, scratchy berry -fruit aromas are earthy as well. A solid but abrasive palate shows hard, rubbery tannins. Flavors of plum, berry fruits and prune finish a bit stewed.",Crianza,87,14.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Launa 2014 Crianza  (Rioja),Tempranillo,Launa
96709,US,"A terrific mouthfeel highlights this mix of berry and cherry fruits, toast and cinnamon. Tart and focused, it was aged in roughly half new French oak for the first 10 months, then transferred to neutral barrels for another five months. Fine-grained tannins give it an elegant finish.",Red Hills Estate,93,85.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2009 Red Hills Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit
83013,Italy,"From the long ago 2005 vintage, this riserva offers simple aromas of cassis and plum backed by pressed violets, cola and tar. The close is acidic and somewhat bitter.",Diacono Gerardo 1028 Riserva,87,20.0,Central Italy,Gutturnio Colli Piacentini,,,,Torre Fornello 2005 Diacono Gerardo 1028 Riserva  (Gutturnio Colli Piacentini),Red Blend,Torre Fornello
84477,US,"The aromas of dried flowers and green herbs have yet to fully blossom, seeming light and elusive, with green pepper providing accents. The blackberry and black currant flavors are light and layered, with well-balanced tannins and an extended finish.",Owl & Crown Estate Reserve,90,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,àMaurice 2013 Owl & Crown Estate Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,àMaurice
67162,Spain,"Briny citrus aromas sit side by side with notes of celery stalk and tropical fruits. This brut is simple in feel, with a mild to flat bubble bead. Dry, lightly bready flavors of white fruits and vanilla are a bit toasty on the finish.",Reserva Heredad Brut,88,30.0,Catalonia,Cava,,Michael Schachner,@wineschach,Segura Viudas NV Reserva Heredad Brut Sparkling (Cava),Sparkling Blend,Segura Viudas
63697,US,"Tart and juicy, this Cabernet/Merlot/Syrah blend matches cranberry and plum fruit flavors to milk chocolate and nougat highlights. Well-crafted, with a pleasing florality (to coin a word) in the finish. An outstanding value.",Red Table Wine,89,7.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hogue 2008 Red Table Wine Red (Columbia Valley (WA)),Red Blend,Hogue
20564,US,"Avoids the variety's opulent, often sweet side in favor of a leaner, drier, more elegant style. It has the weight and texture of a Sauvignon Blanc, yet offers rich but subtle tropical fruit, white flower and mineral flavors, with a smack of sweet oak. This is a complex wine, and you don't want to drink it too cold.",Sawyer Lindquist Vineyard,91,35.0,California,Edna Valley,Central Coast,,,Qupé 2012 Sawyer Lindquist Vineyard Viognier (Edna Valley),Viognier,Qupé
93723,Italy,"Here's a modern blend of Aglianico, Merlot and Syrah with dense aromas of black fruit, lead, tar and wild mushroom. The wine definitely has a wild, rustic or untamed nature and closes with bold flavors of jammy fruit.",Tréje,87,,Southern Italy,Basilicata,,,,Bisceglia 2005 Tréje Red (Basilicata),Red Blend,Bisceglia
36987,Italy,"Splendid from the gun, and classy. Early aromas of hard spices, mineral and matchstick announce some young oak, but that shortly dissipates, revealing a tight cherry and dark-chocolate bouquet. This model Brunello is impeccably balanced through the palate and onto the finish, which features a huge mix of pepper, licorice, baked fruit and vanilla. Hold at least until 2006.",,93,60.0,Tuscany,Brunello di Montalcino,,Michael Schachner,@wineschach,Altesino 1999  Brunello di Montalcino,Sangiovese,Altesino
63458,Austria,"A rather closed nose and tightly-wound aromatics suggest that this will take time to reach its peak. The concentration is there, as is the midpalate weight, hints of smokiness and a tropical aftertaste of pineapple. Try this as of 2016.",,89,24.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Steindorfer 2013 Pinot Gris (Burgenland),Pinot Gris,Steindorfer
113072,US,"Big, tight and tannic, this is a full-fledged dinner wine that needs to pair with a nice caloric veal shank or lasagna. It's made with 80% Syrah, so the color is almost black, the aromas are spicy and smoky and the flavors feature black cherry, espresso and dark chocolate. The texture is both mouth filling and a bit astringent due to hefty tannins.",The Butler,92,55.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Bonterra 2013 The Butler Red (Mendocino),Rhône-style Red Blend,Bonterra
98041,Italy,"Stewed black fruit, prune, raisin, espresso and exotic spice aromas lead the nose on this blend of 85% Cabernet Sauvignon and 15% Cabernet Franc. The densely concentrated palate is dominated by toasted oak, grilled bell peppers and notes of black plum, all sweetened up with coffee, dark chocolate and sugary vanilla extract. It closes on a note of bitter wood tannins.",Maronea,87,97.0,Tuscany,Bolgheri,,Kerin O’Keefe,@kerinokeefe,Casa di Terra 2011 Maronea  (Bolgheri),Red Blend,Casa di Terra
14374,Bulgaria,"A blend of 60% Mavrud and 40% Rubin, this ruby-colored wine has aromas of black berry, black plum and a touch of powdered cocoa. In the mouth, flavors recall black cherry, black raspberry and a hint of mocha and espresso. Tannins are soft and the finish is persistent.",Monogram Mavrud and Rubin,89,26.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Villa Yustina 2012 Monogram Mavrud and Rubin Red (Thracian Valley),Red Blend,Villa Yustina
87571,Spain,"Although this smells a bit oily, gritty and pyrazinic—an indication that it's living on borrowed time—at the moment this SB is still in fairly good shape. Pithy grapefruit flavors finish plump and citrusy. Drink immediately.",Monte Palma,85,10.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Bodegas Cerrosol 2015 Monte Palma Sauvignon Blanc (Rueda),Sauvignon Blanc,Bodegas Cerrosol
102159,Portugal,This is one of those complex blends that are a specialty of Tejo. The result is bright and fruity with just enough tannins from the Touriga Nacional to give structure to the bold Alicante Bouschet. Drink now.,,84,10.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2014 Red (Tejo),Portuguese Red,Casal da Coelheira
85482,US,"Distinct aromas of sour plum and dried pomegranate meet with damp tobacco, forest floor, green olive and Greek spice on the nose of this clonal study. It's herbal on the palate, with oregano, marjoram and green cardamom notes, alongside cranberry and red cherry fruit in the midpalate. Altogether, it's a light, bright and highly seasoned wine.",Clone 115,92,55.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2013 Clone 115 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker
57218,Greece,"This wine starts with a lovely perfumed nose of jasmine, oranges and rose. The full-bodied flavors are big to be sure, but a brisk acidity keeps everything in check. Pretty and full of personality.",Classic,90,15.0,Mantinia,,,Susan Kostrzewa,@suskostrzewa,Tselepos 2013 Classic Moschofilero (Mantinia),Moschofilero,Tselepos
98491,France,"Soft and tenderly fragrant fruit hovers above a palate dominated by Golden Delicious apple flavors and an almost soy-like, savory edge that makes you want to drink more. A seam of lemony freshness brightens up everything and lasts well after the last sip. This is a truly lovely, understated Riesling.",,91,17.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Henri Schoenheitz 2014 Riesling (Alsace),Riesling,Henri Schoenheitz
86097,New Zealand,"A lush, tropical style of Sauvignon, combining peach and guava aromas with passion fruit flavors. This is delicious right now for its immediate fruit, ample weight and slightly creamy texture.",,89,15.0,Marlborough,,,Joe Czerwinski,@JoeCz,Mud House 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Mud House
6789,France,"It was wise to wait to release this wine, because even now, its tannins are powerfully in evidence. But it also shows great fruit, solid black plums giving density. There's a smokiness from the wood that also brings spice and vanilla.",Château de Crouseilles,89,40.0,Southwest France,Madiran,,Roger Voss,@vossroger,Producteurs Plaimont 2002 Château de Crouseilles Red (Madiran),Red Blend,Producteurs Plaimont
19852,France,The nose is very shy: The wines still needs waking up and only comes alive slowly with a little air. The flavors on the palate seem subdued but there is customary Riesling freshness. The finish is dry.,,87,42.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Boeckel 2014 Riesling (Alsace),Riesling,Boeckel
46733,Austria,"Serious spice, black currant and herb flavors combine with firm tannins to produce a wine that is both structured and age worthy. Made from grapes sourced from the Deutschkreutz region of central Burgenland, this should be kept for another year. Screwcap.",,90,,Burgenland,,,Roger Voss,@vossroger,Johann Heinrich 2011 Blaufränkisch (Burgenland),Blaufränkisch,Johann Heinrich
62136,US,"This wine is powerful and full bodied, from the cocoa and raspberry-syrup aromas to the potent blackberry and Port-like flavors. It needs to pair with some aged cheese or a juicy cut of beef.",Reserve,86,32.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Amador Cellars 2013 Reserve Red (Amador County),Rhône-style Red Blend,Amador Cellars
